id,O3,PM10,PM25-3,PM25-2,PM25,WS_HR,ANS
id_2046,18,30,0,0,9,1.3,7
id_2047,10,17,0,9,7,2.1,9
id_2048,14,22,9,7,9,3.1,0
id_2049,25,32,7,9,0,4.6,0
id_2050,29,40,9,0,0,5.9,3
id_2051,38,29,0,0,3,5.8,3
id_2052,37,35,0,3,3,5,3
id_2053,29,23,3,3,3,5,0
id_2054,42,62,3,3,0,3.8,8
id_2055,35,63,3,0,8,3.6,16
id_2056,19,65,0,8,16,3.2,23
id_2057,11,26,8,16,23,2.6,16
id_2058,13,15,16,23,16,4.7,11
id_2059,23,28,23,16,11,3.6,6
id_2060,21,41,16,11,6,2.3,8
id_2061,18,35,11,6,8,2.2,6
id_2062,16,25,6,8,6,2.5,8
id_2063,8.9,17,8,6,8,1.4,9
id_2064,4.2,34,6,8,9,1.5,8
id_2065,11,34,8,9,8,1.5,9
id_2066,20,29,9,8,9,3,6
id_2067,23,12,8,9,6,2.6,6
id_2068,16,12,9,6,6,1.9,1
id_2069,16,12,6,6,1,1.8,4
id_2070,8.2,29,6,1,4,0.5,4
id_2071,8.6,23,1,4,4,1.4,1
id_2072,9.4,40,4,4,1,1.2,0
id_2073,13,26,4,1,0,2.3,0
id_2074,15,40,14,7,0,1.6,6
id_2075,8.9,55,7,0,6,1.2,6
id_2076,12,36,0,6,6,1.8,6
id_2077,16,30,6,6,6,2.6,0
id_2078,5.9,41,6,6,0,2.6,0
id_2079,12,44,6,0,0,3.3,2
id_2080,14,50,0,0,2,3.8,9
id_2081,15,24,0,2,9,4,8
id_2082,14,22,2,9,8,4,6
id_2083,15,27,9,8,6,3.9,0
id_2084,15,21,8,6,0,3.8,6
id_2085,15,22,6,0,6,4.6,15
id_2086,18,15,0,6,15,4.4,16
id_2087,28,32,6,15,16,5.4,16
id_2088,34,34,15,16,16,6.1,10
id_2089,25,42,16,16,10,5.8,11
id_2090,29,28,16,10,11,3.8,14
id_2091,29,35,10,11,14,3.9,14
id_2092,22,41,11,14,14,6.1,13
id_2093,19,50,14,14,13,5.3,5
id_2094,19,57,14,13,5,5.5,2
id_2095,18,37,13,5,2,5.1,4
id_2096,19,40,5,2,4,4.4,1
id_2097,20,32,2,4,1,3.4,7
id_2098,19,40,4,1,7,3.9,5
id_2099,19,51,1,7,5,3.6,6
id_2100,20,34,7,5,6,3.6,6
id_2101,18,26,5,6,6,3.5,16
id_2102,17,0,6,6,16,3.7,21
id_2103,17,6,6,16,21,3.8,18
id_2104,17,25,16,21,18,4,4
id_2105,8.6,40,21,18,4,5.8,4
id_2106,8.6,40,18,4,4,5.8,4
id_2107,8.6,40,4,4,4,5.8,0
id_2108,17,39,4,4,0,4.6,5
id_2109,16,55,4,0,5,4.5,6
id_2110,17,42,0,5,6,4.5,6
id_2111,19,45,5,6,6,4.7,0
id_2112,21,32,6,6,0,5,5
id_2113,21,50,6,0,5,3.8,5
id_2114,21,37,0,5,5,3.1,8
id_2115,22,29,5,5,8,2.7,2
id_2116,21,32,5,8,2,2.4,2
id_2117,22,32,8,2,2,3,0
id_2118,17,36,2,2,0,2.3,6
id_2119,20,20,2,0,6,3.3,6
id_2120,24,23,0,6,6,3.2,5
id_2121,23,13,6,6,5,2.5,0
id_2122,33,16,6,5,0,2.9,0
id_2123,27,13,5,0,0,2.7,0
id_2124,36,14,0,0,0,2.8,0
id_2125,33,8,0,0,0,2.9,0
id_2126,27,20,0,0,0,1.7,0
id_2127,24,20,0,0,0,1.1,0
id_2128,26,22,0,0,0,1.3,1
id_2129,20,10,0,0,1,1,1
id_2130,17,19,0,1,1,1,9
id_2131,13,25,1,1,9,0.6,13
id_2132,7.5,31,1,9,13,0.4,13
id_2133,11,20,9,13,13,0.5,15
id_2134,20,12,13,13,15,2.4,9
id_2135,23,6,13,15,9,3.9,15
id_2136,26,35,15,9,15,3.9,5
id_2137,30,32,9,15,5,3.1,10
id_2138,30,50,15,5,10,0.5,15
id_2139,33,30,5,10,15,1.2,29
id_2140,45,38,10,15,29,0.6,35
id_2141,48,37,15,29,35,2,38
id_2142,47,45,29,35,38,2.2,39
id_2143,37,62,35,38,39,2.3,42
id_2144,35,80,38,39,42,0.5,32
id_2145,24,69,39,42,32,1.5,23
id_2146,21,67,42,32,23,1.2,14
id_2147,15,37,32,23,14,1.9,11
id_2148,13,54,23,14,11,2,5
id_2149,14,52,14,11,5,1.7,1
id_2150,9.6,53,11,5,1,1.4,1
id_2151,12,45,5,1,1,1.7,1
id_2152,14,37,1,1,1,0.9,1
id_2153,10,59,1,1,1,0.9,2
id_2154,9.4,66,1,1,2,1.2,2
id_2155,7.4,57,1,2,2,1.4,0
id_2156,5.1,36,2,2,0,0.2,4
id_2157,16,52,2,0,4,1.4,7
id_2158,23,57,0,4,7,3,14
id_2159,37,47,4,7,14,3.8,12
id_2160,38,17,7,14,12,4,9
id_2161,43,20,14,12,9,3.4,6
id_2162,41,31,12,9,6,3.7,2
id_2163,54,57,9,6,2,3.9,10
id_2164,54,70,6,2,10,3.5,24
id_2165,46,91,2,10,24,3.8,27
id_2166,26,67,10,24,27,3.7,29
id_2167,14,50,24,27,29,3,16
id_2168,12,30,27,29,16,2.5,18
id_2169,7.4,37,29,16,18,1.5,9
id_2170,6,27,16,18,9,1.4,20
id_2171,6.2,26,18,9,20,1.7,18
id_2172,9.9,12,9,20,18,1.7,26
id_2173,12,24,20,18,26,2.2,19
id_2174,13,27,18,26,19,2.7,22
id_2175,13,27,26,19,22,2.4,17
id_2176,13,25,19,22,17,2.6,14
id_2177,11,10,22,17,14,2.6,8
id_2178,13,13,17,14,8,2.8,11
id_2179,12,15,14,8,11,2.5,9
id_2180,12,15,8,11,9,2.2,20
id_2181,12,12,11,9,20,3.6,12
id_2182,16,1,9,20,12,3.9,12
id_2183,18,20,20,12,12,3.4,1
id_2184,20,42,12,12,1,4.4,3
id_2185,30,51,12,1,3,5.2,0
id_2186,20,31,1,3,0,3.1,3
id_2187,15,11,3,0,3,4.6,11
id_2188,22,17,0,3,11,4.3,11
id_2189,21,34,3,11,11,3.3,8
id_2190,26,39,11,11,8,3.3,1
id_2191,21,26,11,8,1,2.9,1
id_2192,22,9,8,1,1,2.5,1
id_2193,13,11,1,1,1,1.5,0
id_2194,14,13,1,1,0,2.3,0
id_2195,19,14,1,0,0,2.6,0
id_2196,10,11,0,0,0,1.6,0
id_2197,2.2,18,0,0,0,1.8,4
id_2198,12,23,0,0,4,1.9,4
id_2199,15,27,0,4,4,2,5
id_2200,13,15,4,4,5,1.7,9
id_2201,9.3,10,4,5,9,1.2,9
id_2202,6.7,7,5,9,9,0.9,9
id_2203,4.8,17,9,9,9,0.7,0
id_2204,4.3,15,9,9,0,1.6,0
id_2205,4.8,47,9,0,0,1.3,3
id_2206,7.7,55,0,0,3,2.6,8
id_2207,7.3,85,0,3,8,0.7,11
id_2208,4.2,48,3,8,11,1.5,6
id_2209,11,30,8,11,6,0.1,2
id_2210,12,9,11,6,2,0.8,2
id_2211,13,10,6,2,2,1.3,7
id_2212,21,10,2,2,7,2.2,7
id_2213,18,1,2,7,7,0.8,4
id_2214,16,2,7,7,4,1.9,3
id_2215,14,10,7,4,3,1.9,6
id_2216,18,17,4,3,6,2.6,9
id_2217,17,31,3,6,9,3.1,5
id_2218,17,24,6,9,5,2.2,12
id_2219,8,28,9,5,12,2.3,9
id_2220,15,24,5,12,9,3.2,9
id_2221,17,32,12,9,9,2.9,0
id_2222,16,30,9,9,0,3.4,0
id_2223,16,20,9,0,0,3.4,4
id_2224,18,22,0,0,4,3.4,4
id_2225,20,23,0,4,4,2.7,4
id_2226,13,27,4,4,4,2.2,3
id_2227,14,34,4,4,3,2.8,8
id_2228,22,60,4,3,8,4.2,8
id_2229,21,63,3,8,8,3.9,4
id_2230,21,55,8,8,4,4.4,0
id_2231,17,33,8,4,0,3.2,0
id_2232,15,29,4,0,0,2.5,1
id_2233,12,49,0,0,1,1.8,4
id_2234,18,43,0,1,4,2.6,4
id_2235,19,43,1,4,4,0.8,7
id_2236,19,40,4,4,7,1.4,14
id_2237,21,22,4,7,14,1.7,22
id_2238,12,32,7,14,22,1,19
id_2239,20,48,14,22,19,2.7,11
id_2240,18,51,22,19,11,2.3,1
id_2241,24,42,19,11,1,2.5,9
id_2242,23,25,11,1,9,2.7,9
id_2243,23,15,1,9,9,2.9,9
id_2244,23,19,9,9,9,2.4,0
id_2245,31,51,28,31,28,2.7,25
id_2246,31,63,31,28,25,1.7,33
id_2247,37,55,28,25,33,1.3,36
id_2248,57,49,25,33,36,2.7,37
id_2249,67,49,33,36,37,2.9,32
id_2250,65,48,36,37,32,3.1,37
id_2251,60,47,37,32,37,3.2,37
id_2252,63,45,32,37,37,3.4,38
id_2253,58,32,37,37,38,3.3,37
id_2254,49,43,37,38,37,3.6,41
id_2255,21,43,38,37,41,3.2,35
id_2256,21,58,37,41,35,2.6,32
id_2257,20,44,41,35,32,2.6,27
id_2258,24,42,35,32,27,2.4,32
id_2259,22,38,32,27,32,2.4,34
id_2260,15,40,27,32,34,2.9,34
id_2261,14,39,32,34,34,3.1,23
id_2262,15,28,34,34,23,3.1,11
id_2263,16,24,34,23,11,3.4,7
id_2264,16,10,23,11,7,3.4,10
id_2265,17,37,11,7,10,3.3,17
id_2266,17,48,7,10,17,3.5,12
id_2267,17,50,10,17,12,3.3,10
id_2268,22,22,17,12,10,4.1,6
id_2269,22,7,12,10,6,4.1,13
id_2270,25,24,10,6,13,4.1,17
id_2271,32,36,6,13,17,5,22
id_2272,41,44,13,17,22,5.2,24
id_2273,38,34,17,22,24,5.6,20
id_2274,30,31,22,24,20,4.4,13
id_2275,31,34,24,20,13,4.8,11
id_2276,29,56,20,13,11,5,13
id_2277,24,46,13,11,13,4.7,20
id_2278,21,30,11,13,20,3.6,15
id_2279,20,14,13,20,15,3,14
id_2280,18,21,20,15,14,3.4,10
id_2281,15,60,15,14,10,3.6,11
id_2282,14,70,14,10,11,3.4,6
id_2283,16,70,10,11,6,3.8,6
id_2284,16,49,11,6,6,3.7,5
id_2285,15,45,6,6,5,3.2,9
id_2286,13,45,6,5,9,2.7,7
id_2287,13,27,5,9,7,3.3,6
id_2288,17,12,9,7,6,3.4,1
id_2289,17,15,7,6,1,3.9,1
id_2290,18,17,6,1,1,4.8,10
id_2291,18,20,1,1,10,4.5,11
id_2292,18,33,1,10,11,3.3,12
id_2293,17,47,10,11,12,2.4,2
id_2294,8.6,57,11,12,2,2.7,1
id_2295,9,51,12,2,1,2.2,0
id_2296,16,47,2,1,0,2.7,0
id_2297,21,39,1,0,0,3.2,6
id_2298,29,21,0,0,6,2.9,14
id_2299,27,18,0,6,14,2.3,15
id_2300,28,10,6,14,15,2.4,9
id_2301,28,10,14,15,9,3.7,1
id_2302,31,11,15,9,1,3.6,0
id_2303,33,8,9,1,0,2.1,4
id_2304,38,14,1,0,4,1.2,6
id_2305,25,16,0,4,6,0.9,15
id_2306,25,24,4,6,15,1.1,13
id_2307,23,18,6,15,13,1.7,16
id_2308,18,12,15,13,16,0.7,9
id_2309,20,27,13,16,9,2,6
id_2310,21,27,16,9,6,1.9,1
id_2311,21,26,9,6,1,2.2,0
id_2312,20,14,6,1,0,1.9,1
id_2313,17,16,1,0,1,1.5,4
id_2314,15,35,0,1,4,1.5,11
id_2315,12,44,1,4,11,0.6,14
id_2316,9.8,49,4,11,14,0.3,14
id_2317,29,27,11,14,14,2,14
id_2318,43,12,14,14,14,2.7,12
id_2319,63,27,14,14,12,2.8,18
id_2320,74,45,14,12,18,2.6,23
id_2321,84,53,12,18,23,2.5,32
id_2322,60,46,18,23,32,2.5,39
id_2323,61,40,23,32,39,1.3,37
id_2324,61,41,32,39,37,2.1,33
id_2325,57,45,39,37,33,1.9,29
id_2326,51,75,37,33,29,1.3,29
id_2327,45,82,33,29,29,1.1,31
id_2328,48,81,29,29,31,2.4,29
id_2329,53,59,29,31,29,3,31
id_2330,50,50,31,29,31,2.7,34
id_2331,45,39,29,31,34,3.1,33
id_2332,43,39,31,34,33,3.2,27
id_2333,41,30,34,33,27,2.3,13
id_2334,44,35,33,27,13,2.4,5
id_2335,43,24,27,13,5,2,0
id_2336,35,22,13,5,0,1.2,3
id_2337,34,22,5,0,3,1,7
id_2338,24,32,0,3,7,0.9,9
id_2339,35,35,3,7,9,2.4,12
id_2340,37,22,7,9,12,3.3,11
id_2341,44,15,9,12,11,4.1,15
id_2342,51,32,12,11,15,4.4,23
id_2343,54,62,11,15,23,4.4,22
id_2344,54,65,15,23,22,3.8,23
id_2345,50,61,23,22,23,2.7,11
id_2346,39,0,22,23,11,2.1,11
id_2347,36,0,23,11,11,3.7,11
id_2348,33,0,11,11,11,2.9,11
id_2349,31,9,11,11,11,2.8,3
id_2350,27,7,11,11,3,2.5,8
id_2351,22,14,11,3,8,2.7,15
id_2352,21,20,3,8,15,2.3,20
id_2353,17,30,8,15,20,1.7,22
id_2354,13,22,15,20,22,1.2,14
id_2355,16,10,20,22,14,1.4,11
id_2356,15,8,22,14,11,1.4,4
id_2357,13,16,14,11,4,1.8,6
id_2358,12,38,11,4,6,1.3,7
id_2359,14,30,4,6,7,1.7,13
id_2360,19,34,6,7,13,0.2,12
id_2361,39,20,7,13,12,1.6,16
id_2362,43,20,13,12,16,2.4,12
id_2363,39,9,12,16,12,2.3,10
id_2364,23,2,16,12,10,0.8,2
id_2365,19,2,12,10,2,2.9,3
id_2366,23,10,10,2,3,1.3,9
id_2367,30,11,2,3,9,1.2,17
id_2368,32,15,3,9,17,1,13
id_2369,55,12,9,17,13,1.6,12
id_2370,76,9,17,13,12,1.6,15
id_2371,75,31,13,12,15,2.2,27
id_2372,47,49,12,15,27,3,31
id_2373,39,56,15,27,31,1.2,22
id_2374,38,46,27,31,22,0.7,14
id_2375,33,31,31,22,14,0.6,14
id_2376,21,24,22,14,14,1.1,16
id_2377,15,8,14,14,16,2,15
id_2378,16,0,14,16,15,1.4,13
id_2379,16,12,16,15,13,1.1,14
id_2380,22,17,15,13,14,2.3,11
id_2381,22,22,13,14,11,1.9,5
id_2382,19,17,14,11,5,2,0
id_2383,14,23,11,5,0,0.9,0
id_2384,9.6,26,5,0,0,1.3,0
id_2385,8.5,28,0,0,0,1.7,0
id_2386,6.8,26,0,0,0,1.2,0
id_2387,8.4,39,0,0,0,0.8,0
id_2388,8.6,43,0,0,0,0.3,2
id_2389,22,34,0,0,2,1.6,4
id_2390,40,25,0,2,4,2.7,6
id_2391,42,25,2,4,6,2.6,4
id_2392,54,41,4,6,4,3.5,6
id_2393,50,32,6,4,6,3.1,11
id_2394,48,35,4,6,11,2.6,18
id_2395,45,31,6,11,18,1.2,19
id_2396,37,45,11,18,19,2.1,12
id_2397,25,34,18,19,12,3,4
id_2398,19,34,19,12,4,3.4,0
id_2399,24,23,12,4,0,3.2,4
id_2400,24,27,4,0,4,2,6
id_2401,17,24,0,4,6,1.2,9
id_2402,21,22,4,6,9,1.7,13
id_2403,18,27,6,9,13,1,15
id_2404,12,25,9,13,15,1.5,17
id_2405,13,28,13,15,17,1.7,12
id_2406,13,32,15,17,12,1.1,11
id_2407,8.3,35,17,12,11,0.9,6
id_2408,8.4,35,12,11,6,1.3,3
id_2409,8.7,38,11,6,3,1.3,0
id_2410,5.8,29,6,3,0,1.1,3
id_2411,6.2,36,3,0,3,0.5,3
id_2412,8.2,23,0,3,3,0.4,2
id_2413,19,23,3,3,2,0.5,0
id_2414,29,17,3,2,0,0.8,0
id_2415,38,19,2,0,0,1.2,10
id_2416,45,36,0,0,10,1.3,17
id_2417,50,54,0,10,17,3,23
id_2418,54,45,10,17,23,2.8,12
id_2419,45,38,17,23,12,2.2,12
id_2420,46,20,23,12,12,0.7,12
id_2421,44,22,12,12,12,1.4,16
id_2422,36,18,12,12,16,1.9,8
id_2423,40,17,12,16,8,3.7,8
id_2424,41,23,16,8,8,2.7,10
id_2425,36,27,8,8,10,3.9,18
id_2426,34,40,8,10,18,2.9,17
id_2427,25,39,10,18,17,0.9,16
id_2428,17,35,18,17,16,1.6,8
id_2429,12,23,17,16,8,1.8,3
id_2430,7.7,25,16,8,3,1,6
id_2431,10,20,8,3,6,0.9,7
id_2432,10,40,3,6,7,0.3,7
id_2433,14,48,6,7,7,1.8,0
id_2434,15,52,7,7,0,0.9,0
id_2435,14,30,7,0,0,1.3,0
id_2436,22,16,0,0,0,0.7,0
id_2437,30,19,0,0,0,0.7,8
id_2438,34,23,0,0,8,1.5,11
id_2439,35,23,0,8,11,0.8,16
id_2440,43,21,8,11,16,0.4,7
id_2441,50,24,11,16,7,0.6,5
id_2442,52,15,16,7,5,1.3,4
id_2443,46,16,7,5,4,1,7
id_2444,41,13,5,4,7,0.2,10
id_2445,35,13,4,7,10,1,12
id_2446,33,13,7,10,12,0.9,11
id_2447,26,30,10,12,11,1.3,14
id_2448,22,30,12,11,14,1,11
id_2449,19,38,11,14,11,0.9,14
id_2450,15,14,14,11,14,0.5,13
id_2451,14,14,11,14,13,0.4,19
id_2452,15,19,14,13,19,1.2,12
id_2453,17,17,13,19,12,0.9,13
id_2454,16,17,19,12,13,0.5,6
id_2455,14,7,12,13,6,0.4,6
id_2456,13,7,13,6,6,0.4,4
id_2457,14,8,6,6,4,0.5,9
id_2458,16,2,6,4,9,0.3,13
id_2459,18,7,4,9,13,0.4,9
id_2460,18,6,9,13,9,0.5,6
id_2461,20,15,13,9,6,1.1,4
id_2462,25,9,9,6,4,0.9,11
id_2463,30,14,6,4,11,0.9,10
id_2464,35,5,4,11,10,0.7,14
id_2465,45,20,11,10,14,0.3,9
id_2466,51,37,10,14,9,0.5,11
id_2467,50,50,14,9,11,0.4,10
id_2468,43,59,9,11,10,0.9,15
id_2469,34,60,11,10,15,0.8,10
id_2470,29,58,10,15,10,0.6,10
id_2471,26,39,15,10,10,0.4,3
id_2472,25,25,10,10,3,0.2,3
id_2473,23,22,10,3,3,0.3,2
id_2474,20,35,3,3,2,0.7,2
id_2475,19,35,3,2,2,0.7,2
id_2476,16,32,2,2,2,1.1,0
id_2477,15,31,2,2,0,0.6,0
id_2478,16,24,2,0,0,0.7,0
id_2479,16,36,0,0,0,0.7,10
id_2480,18,19,0,0,10,0.6,10
id_2481,16,39,0,10,10,0.6,10
id_2482,18,22,10,10,10,0.5,1
id_2483,25,22,10,10,1,0.7,9
id_2484,29,19,10,1,9,0.2,11
id_2485,32,31,1,9,11,1,9
id_2486,34,52,9,11,9,0.8,1
id_2487,39,44,11,9,1,1.2,9
id_2488,45,33,9,1,9,0.5,16
id_2489,48,12,1,9,16,0.5,16
id_2490,50,1,9,16,16,0.6,6
id_2491,47,30,16,16,6,1,4
id_2492,40,46,16,6,4,0.9,5
id_2493,37,46,6,4,5,2.1,11
id_2494,35,22,4,5,11,3.1,8
id_2495,28,12,5,11,8,1.3,6
id_2496,23,12,11,8,6,0.7,11
id_2497,19,17,8,6,11,0.5,9
id_2498,21,15,6,11,9,1,12
id_2499,20,15,11,9,12,0.8,1
id_2500,16,6,9,12,1,0.4,1
id_2501,16,12,12,1,1,0.5,0
id_2502,17,17,1,1,0,1.4,0
id_2503,18,15,1,0,0,2.3,0
id_2504,21,18,0,0,0,2.3,0
id_2505,23,15,0,0,0,2,5
id_2506,12,15,0,0,5,0.4,4
id_2507,9.1,10,0,5,4,0.7,6
id_2508,14,23,5,4,6,0.5,4
id_2509,24,33,4,6,4,1.6,4
id_2510,25,29,6,4,4,2.2,14
id_2511,31,46,4,4,14,1.5,14
id_2512,45,46,4,14,14,2.7,16
id_2513,55,35,14,14,16,2.6,21
id_2514,61,60,14,16,21,2.1,11
id_2515,72,35,16,21,11,1.9,25
id_2516,67,48,21,11,25,2.9,36
id_2517,59,42,11,25,36,1.9,37
id_2518,55,58,25,36,37,1.8,32
id_2519,38,59,36,37,32,1.5,32
id_2520,28,72,37,32,32,0.4,33
id_2521,21,58,32,32,33,1.8,27
id_2522,19,50,32,33,27,2,21
id_2523,21,24,33,27,21,2.1,32
id_2524,18,37,27,21,32,1.9,34
id_2525,14,50,21,32,34,1.8,29
id_2526,15,55,32,34,29,1.3,24
id_2527,19,50,34,29,24,1.1,20
id_2528,20,54,29,24,20,1.2,25
id_2529,21,38,24,20,25,1.5,21
id_2530,22,65,20,25,21,1.6,27
id_2531,23,72,25,21,27,1,31
id_2532,35,79,21,27,31,0.7,28
id_2533,52,65,27,31,28,1.3,25
id_2534,69,61,31,28,25,1,33
id_2535,77,101,28,25,33,1.5,39
id_2536,78,82,25,33,39,2.1,39
id_2537,93,83,33,39,39,2,27
id_2538,69,36,39,39,27,2.5,35
id_2539,57,39,39,27,35,1.8,45
id_2540,53,30,27,35,45,2.6,62
id_2541,55,62,35,45,62,3.5,56
id_2542,52,53,45,62,56,3.4,44
id_2543,50,57,62,56,44,2.6,31
id_2544,45,37,56,44,31,2.4,20
id_2545,33,48,44,31,20,1.5,21
id_2546,27,47,31,20,21,1.2,9
id_2547,23,46,20,21,9,1,14
id_2548,20,30,21,9,14,0.9,6
id_2549,14,28,9,14,6,1.3,15
id_2550,17,17,14,6,15,1,9
id_2551,11,17,6,15,9,0.9,8
id_2552,8.3,0,15,9,8,1.3,0
id_2553,7.5,2,9,8,0,0.9,0
id_2554,6.2,8,8,0,0,0.9,0
id_2555,6.1,8,0,0,0,1,0
id_2556,9.7,13,0,0,0,1.1,0
id_2557,20,27,0,0,0,0.6,7
id_2558,42,38,0,0,7,2.3,29
id_2559,52,64,0,7,29,1.5,42
id_2560,66,61,7,29,42,1.7,54
id_2561,75,63,29,42,54,1.4,57
id_2562,58,52,42,54,57,1.8,56
id_2563,57,46,54,57,56,1.1,45
id_2564,45,52,57,56,45,1,25
id_2565,43,49,56,45,25,0.5,26
id_2566,35,55,45,25,26,0.7,24
id_2567,27,36,25,26,24,0.4,25
id_2568,29,30,26,24,25,0.4,18
id_2569,26,47,24,25,18,0.7,19
id_2570,18,55,25,18,19,0.6,15
id_2571,13,72,18,19,15,0.8,16
id_2572,9.9,44,19,15,16,1.2,14
id_2573,8.9,51,15,16,14,2.2,26
id_2574,9,32,16,14,26,1.9,24
id_2575,23,25,14,26,24,3.7,32
id_2576,21,18,26,24,32,2.3,34
id_2577,13,9,24,32,34,0.3,35
id_2578,8,22,32,34,35,0,35
id_2579,13,13,34,35,35,0.6,37
id_2580,20,47,35,35,37,1.2,50
id_2581,20,80,35,37,50,0.7,42
id_2582,28,80,37,50,42,0.8,34
id_2583,29,51,50,42,34,2.5,25
id_2584,42,22,42,34,25,1.8,22
id_2585,45,42,34,25,22,0.8,22
id_2586,49,49,25,22,22,1.6,14
id_2587,41,48,22,22,14,1.3,11
id_2588,39,27,22,14,11,0.5,7
id_2589,31,38,14,11,7,1,9
id_2590,25,41,11,7,9,1.3,17
id_2591,24,50,7,9,17,2.2,20
id_2592,22,41,9,17,20,2.1,16
id_2593,15,35,17,20,16,1.6,9
id_2594,13,38,20,16,9,1.7,1
id_2595,11,30,16,9,1,1.7,5
id_2596,11,31,9,1,5,1.9,3
id_2597,8.2,28,1,5,3,1.7,3
id_2598,8.1,23,5,3,3,1.7,0
id_2599,6.5,25,3,3,0,1.7,0
id_2600,6.4,25,3,0,0,1.8,8
id_2601,5.5,25,0,0,8,1.8,13
id_2602,7.1,11,0,8,13,1.6,24
id_2603,12,13,8,13,24,0.8,15
id_2604,22,26,13,24,15,0.8,16
id_2605,28,23,24,15,16,2.1,8
id_2606,45,35,15,16,8,3.5,9
id_2607,51,22,16,8,9,3.6,9
id_2608,48,62,8,9,9,4.8,9
id_2609,45,62,9,9,9,5.5,17
id_2610,47,59,9,9,17,6.3,29
id_2611,58,72,9,17,29,5.8,33
id_2612,53,68,17,29,33,5.5,48
id_2613,50,83,29,33,48,5.1,53
id_2614,47,98,33,48,53,4.4,55
id_2615,46,90,48,53,55,3.8,36
id_2616,39,66,53,55,36,3.8,21
id_2617,29,51,55,36,21,2.6,10
id_2618,28,37,36,21,10,3.5,14
id_2619,24,36,21,10,14,5.3,15
id_2620,24,23,10,14,15,5,22
id_2621,24,13,14,15,22,5.3,14
id_2622,23,12,15,22,14,5.1,17
id_2623,23,26,22,14,17,4.6,12
id_2624,22,31,14,17,12,5.3,19
id_2625,22,32,17,12,19,4.5,14
id_2626,22,22,12,19,14,4,12
id_2627,22,41,19,14,12,4.4,3
id_2628,21,56,14,12,3,4.2,3
id_2629,23,70,12,3,3,4.1,4
id_2630,27,57,3,3,4,4.1,6
id_2631,35,37,3,4,6,4.6,7
id_2632,36,19,4,6,7,5.4,7
id_2633,33,18,6,7,7,4.2,5
id_2634,41,30,7,7,5,4.9,4
id_2635,39,55,7,5,4,5.4,6
id_2636,38,55,5,4,6,5.9,6
id_2637,37,65,4,6,6,5.4,4
id_2638,29,42,6,6,4,4.4,0
id_2639,20,34,6,4,0,4.3,14
id_2640,17,17,4,0,14,3.6,16
id_2641,17,27,0,14,16,3.6,16
id_2642,18,27,14,16,16,4.4,2
id_2643,17,31,16,16,2,4.4,3
id_2644,16,46,16,2,3,4.4,5
id_2645,17,39,2,3,5,3.9,5
id_2646,16,53,3,5,5,3.2,4
id_2647,16,45,5,5,4,3.4,2
id_2648,17,50,5,4,2,3.8,5
id_2649,16,37,4,2,5,3.1,11
id_2650,14,22,2,5,11,2.8,21
id_2651,14,19,5,11,21,3.3,26
id_2652,15,7,11,21,26,4.1,21
id_2653,21,6,21,26,21,4.6,20
id_2654,29,38,26,21,20,5.2,25
id_2655,36,71,21,20,25,5,27
id_2656,44,93,20,25,27,4.7,29
id_2657,44,80,25,27,29,4.1,29
id_2658,45,81,27,29,29,4.6,35
id_2659,43,67,29,29,35,3.8,36
id_2660,45,67,29,35,36,3.8,31
id_2661,39,49,35,36,31,3.9,29
id_2662,25,59,36,31,29,4,22
id_2663,17,59,31,29,22,3.6,14
id_2664,17,65,29,22,14,3.3,8
id_2665,17,49,22,14,8,2.9,6
id_2666,15,48,14,8,6,3,14
id_2667,13,54,8,6,14,2.6,10
id_2668,17,71,6,14,10,3.5,7
id_2669,16,62,14,10,7,3.5,10
id_2670,14,60,10,7,10,2.9,15
id_2671,13,43,7,10,15,2.6,19
id_2672,15,37,10,15,19,3.4,11
id_2673,8.3,17,15,19,11,2.8,11
id_2674,6.7,13,19,11,11,1.9,7
id_2675,11,22,11,11,7,2.3,10
id_2676,16,29,11,7,10,3.2,16
id_2677,24,43,7,10,16,3.6,21
id_2678,35,50,10,16,21,4,22
id_2679,42,58,16,21,22,4,23
id_2680,49,72,21,22,23,4.4,29
id_2681,51,80,22,23,29,3.2,32
id_2682,52,67,23,29,32,2.7,29
id_2683,40,44,29,32,29,3.5,28
id_2684,37,47,32,29,28,3.1,17
id_2685,32,55,29,28,17,3.4,13
id_2686,21,65,28,17,13,3.1,14
id_2687,18,59,17,13,14,3.1,20
id_2688,19,48,13,14,20,3.2,17
id_2689,20,45,14,20,17,2.8,14
id_2690,18,38,20,17,14,2.3,7
id_2691,17,42,17,14,7,2.3,12
id_2692,15,37,14,7,12,2.4,6
id_2693,18,19,7,12,6,2.6,6
id_2694,15,21,12,6,6,2.8,0
id_2695,10,25,6,6,0,2.6,6
id_2696,8.6,43,6,0,6,2.8,14
id_2697,6.2,40,0,6,14,2.6,22
id_2698,7.6,44,6,14,22,2.5,27
id_2699,12,40,14,22,27,3.2,19
id_2700,15,34,22,27,19,3.5,17
id_2701,29,42,27,19,17,3.6,10
id_2702,37,28,19,17,10,3.3,24
id_2703,36,24,17,10,24,3.7,36
id_2704,34,24,10,24,36,3.3,44
id_2705,38,40,24,36,44,2.4,30
id_2706,33,43,36,44,30,0.6,15
id_2707,31,36,44,30,15,3,5
id_2708,31,42,30,15,5,3.2,13
id_2709,24,50,15,5,13,3,13
id_2710,19,33,5,13,13,1.6,12
